@relation "jmonkeyengine"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.NullPointerException,java.lang.RuntimeException,java.lang.IllegalStateException,java.lang.IllegalArgumentException,java.lang.UnsupportedOperationException,com.jme3.asset.AssetNotFoundException,com.jme3.asset.AssetLoadException,java.io.IOException,com.jme3.scene.plugins.blender.file.BlenderFileException,java.lang.AssertionError,java.lang.Exception,com.jme3.renderer.RendererException,org.xml.sax.SAXException,com.jme3.material.plugins.MatParseException,com.jme3.network.kernel.KernelException}

@data
746,"IfStatement","null",false,"img ","com.jme3.texture.Image ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalStateException ",java.lang.IllegalArgumentException
747,"IfStatement","null",true,"img depth ","boolean com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat isDepthFormat ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalStateException ",java.lang.IllegalArgumentException
748,"IfStatement","null",true,"img depth ","boolean com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat isDepthFormat ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalStateException ",java.lang.IllegalArgumentException
749,"IfStatement","null",false,"height img width ","int com.jme3.texture.Image ","","getWidth getHeight ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalStateException ",java.lang.IllegalArgumentException
750,"IfStatement","null",true,"tex samples ","int com.jme3.texture.Texture com.jme3.texture.Image ","","getImage getMultiSamples ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalStateException
751,"IfStatement","null",true,"index ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
752,"IfStatement","null",true,"index color bufs ","int java.util.ArrayList ","","size ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
753,"IfStatement","null",false,"","int ","","","","java.lang.IllegalArgumentException ",java.lang.UnsupportedOperationException
754,"IfStatement","null",true,"format ","com.jme3.texture.Image.Format boolean ","","isDepthFormat ","","java.lang.UnsupportedOperationException ",java.lang.IllegalArgumentException
755,"IfStatement","null",false,"","int ","","","","",java.lang.UnsupportedOperationException
756,"IfStatement","null",false,"","int ","","","","",java.lang.UnsupportedOperationException
757,"IfStatement","null",false,"","int ","","","","",java.lang.UnsupportedOperationException
758,"IfStatement","null",false,"","int ","","","","",java.lang.UnsupportedOperationException
759,"IfStatement","null",false,"","int ","","","","",java.lang.UnsupportedOperationException
760,"IfStatement","null",true,"mode ","com.jme3.texture.Texture.WrapMode ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
761,"IfStatement","null",true,"axis ","com.jme3.texture.Texture.WrapAxis ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
762,"IfStatement","null",true,"mode ","com.jme3.texture.Texture.WrapMode ","NULL ","","","",java.lang.IllegalArgumentException
763,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalArgumentException
764,"IfStatement","null",true,"mode ","com.jme3.texture.Texture.WrapMode ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
765,"IfStatement","null",true,"axis ","com.jme3.texture.Texture.WrapAxis ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
766,"IfStatement","null",true,"mode ","com.jme3.texture.Texture.WrapMode ","NULL ","","","",java.lang.IllegalArgumentException
767,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalArgumentException
768,"IfStatement","null",true,"height width ","int ","","","","",java.lang.IllegalArgumentException
769,"IfStatement","null",true,"mip map level available mips ","int ","","","","",java.lang.IllegalStateException
770,"IfStatement","null",true,"bpp ","int ","","","","",java.lang.UnsupportedOperationException
771,"IfStatement","null",true,"image ","com.jme3.texture.Image int java.util.List ","","getData size ","","",java.lang.IllegalStateException
772,"IfStatement","null",true,"height width mip level ","int int ","","","","",java.lang.IllegalArgumentException
773,"IfStatement","null",true,"image ","com.jme3.texture.Image boolean ","","hasMipmaps ","","",java.lang.IllegalArgumentException
774,"IfStatement","null",true,"length image mip level ","int com.jme3.texture.Image int ","","getMipMapSizes ","","",java.lang.IllegalArgumentException
775,"IfStatement","null",false,"codec ","com.jme3.texture.image.ImageCodec ","NULL ","","","",java.lang.UnsupportedOperationException
776,"IfStatement","null",true,"buf ","java.nio.Buffer java.nio.DoubleBuffer ","","","","",java.lang.UnsupportedOperationException
777,"CatchClause","java.io.UnsupportedEncodingException",true,"bytes length data ","java.nio.ByteBuffer byte java.lang.String int java.nio.Buffer ","UTF-8 ","createByteBuffer getBytes flip put ","","",java.lang.UnsupportedOperationException
778,"MethodDeclaration","null",true,"buf ","java.nio.Buffer java.nio.ByteBuffer java.nio.ShortBuffer java.nio.LongBuffer java.nio.DoubleBuffer java.nio.IntBuffer java.nio.FloatBuffer ","","","","",java.lang.UnsupportedOperationException
779,"IfStatement","null",true,"texture ","com.jme3.texture.Texture ","NULL ","","","",java.lang.IllegalArgumentException
780,"IfStatement","null",true,"image ","com.jme3.texture.Image int ","","getWidth getHeight ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
781,"IfStatement","null",true,"image ","com.jme3.texture.Image int ","","getMultiSamples ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
782,"IfStatement","null",false,"fmt image ","com.jme3.texture.Image.Format com.jme3.texture.Image ","","getFormat ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
783,"IfStatement","null",false,"height width image ","int com.jme3.texture.Image ","","getWidth getHeight ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
784,"IfStatement","null",false,"size data2 ","int java.nio.ByteBuffer ","","capacity ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
785,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
786,"IfStatement","null",true,"normal mesh ","com.jme3.scene.VertexBuffer.Type com.jme3.scene.Mesh com.jme3.scene.VertexBuffer ","NULL ","getBuffer ","","java.lang.UnsupportedOperationException ",java.lang.IllegalArgumentException
787,"SwitchStatement","null",true,"mesh ","com.jme3.scene.Mesh com.jme3.scene.Mesh.Mode ","","getMode ","","java.lang.IllegalArgumentException ",java.lang.UnsupportedOperationException
788,"IfStatement","null",true,"tex coord mesh ","com.jme3.scene.VertexBuffer.Type com.jme3.scene.Mesh com.jme3.scene.VertexBuffer ","NULL ","getBuffer ","","",java.lang.IllegalArgumentException
789,"SwitchStatement","null",true,"format ","com.jme3.scene.VertexBuffer.Format ","","","","",java.lang.UnsupportedOperationException
790,"SwitchStatement","null",true,"format ","com.jme3.scene.VertexBuffer.Format ","","","","",java.lang.UnsupportedOperationException
791,"IfStatement","null",true,"angle ","float ","179 ","","","",java.lang.IllegalArgumentException
792,"MethodDeclaration","null",false,"","","","","IOException ","",java.io.IOException
793,"MethodDeclaration","null",false,"","","","","IOException ","",java.io.IOException
794,"IfStatement","null",true,"obj ","com.jme3.util.NativeObject int ","","getId ","","",java.lang.IllegalArgumentException
795,"IfStatement","null",false,"ref2 ","com.jme3.util.NativeObjectManager.NativeObjectRef ","NULL ","","","",java.lang.IllegalArgumentException
796,"IfStatement","null",false,"length a ","int ","","","","",java.lang.UnsupportedOperationException
797,"IfStatement","null",false,"length b ","int ","","","","",java.lang.UnsupportedOperationException
798,"CatchClause","java.lang.CloneNotSupportedException",false,"buffer backing array clone ","com.jme3.util.SafeArrayList java.util.List java.lang.Object java.util.ArrayList ","NULL ","clone ","","",java.lang.AssertionError
799,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
800,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
801,"IfStatement","null",false,"is used ","boolean ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
802,"IfStatement","null",false,"stack index temp vars ","com.jme3.util.TempVars.TempVarsStack int com.jme3.util.TempVars ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
803,"IfStatement","null",true,"invalid_id ","int ","","","","",java.lang.IllegalStateException
804,"CatchClause","java.lang.CloneNotSupportedException",false,"object manager handle ref invalid_id update needed obj ","com.jme3.util.NativeObject java.lang.Object int boolean com.jme3.util.NativeObjectManager ","NULL ","","","",java.lang.AssertionError
805,"IfStatement","null",true,"initial capacity ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
806,"IfStatement","null",true,"initial capacity ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
807,"IfStatement","null",true,"load factor ","float ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
808,"CatchClause","java.lang.CloneNotSupportedException",false,"","java.lang.Object ","","","","",java.lang.AssertionError
809,"CatchClause","java.lang.CloneNotSupportedException",false,"","java.lang.Object ","","","","",java.lang.AssertionError
810,"CatchClause","java.lang.CloneNotSupportedException",true,"object clone ","java.lang.Object ","","javaClone ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
811,"IfStatement","null",true,"object ","java.lang.Cloneable ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
812,"CatchClause","java.lang.ReflectiveOperationException",true,"object type ","java.lang.Class java.lang.reflect.Method java.lang.Object java.lang.Class java.lang.Class ","","cast objectClass invoke ","CloneNotSupportedException ","java.lang.CloneNotSupportedException ",java.lang.RuntimeException
813,"CatchClause","java.lang.CloneNotSupportedException",true,"object cloner clone ","com.jme3.util.clone.Cloner ","","javaClone ","","",java.lang.IllegalArgumentException
814,"CatchClause","java.lang.NumberFormatException",true,"","java.lang.String int java.lang.Integer ","","parseInt ","SAXException ","",org.xml.sax.SAXException
815,"IfStatement","null",true,"","java.lang.String ","NULL ","","SAXException ","org.xml.sax.SAXException ",org.xml.sax.SAXException
816,"CatchClause","java.lang.NumberFormatException",true,"","java.lang.String int java.lang.Integer ","","parseInt ","SAXException ","org.xml.sax.SAXException ",org.xml.sax.SAXException
817,"CatchClause","java.lang.NumberFormatException",true,"","java.lang.String java.lang.Float float ","","parseFloat ","SAXException ","",org.xml.sax.SAXException
818,"IfStatement","null",true,"","java.lang.String ","NULL ","","SAXException ","org.xml.sax.SAXException ",org.xml.sax.SAXException
819,"CatchClause","java.lang.NumberFormatException",true,"","java.lang.String java.lang.Float float ","","parseFloat ","SAXException ","org.xml.sax.SAXException ",org.xml.sax.SAXException
820,"IfStatement","null",true,"str ","java.lang.String ","NULL ","","SAXException ","",org.xml.sax.SAXException
821,"IfStatement","null",false,"name path ","java.lang.String boolean ","","endsWith ","","com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetNotFoundException
822,"CatchClause","java.net.URISyntaxException",false,"separator char name url path ","java.lang.String java.net.URL char java.io.File boolean java.net.URI com.jme3.asset.AssetNotFoundException "," doesn't match  Asset name doesn't match requirements. ","endsWith toURI replace getCanonicalPath ","","com.jme3.asset.AssetNotFoundException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
823,"CatchClause","java.io.IOException",false,"separator char name url path ","java.lang.String java.net.URL char java.io.File boolean java.net.URI com.jme3.asset.AssetNotFoundException "," doesn't match  Asset name doesn't match requirements. ","endsWith toURI replace getCanonicalPath ","","com.jme3.asset.AssetNotFoundException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
824,"CatchClause","java.io.IOException",true,"url key manager ","java.net.URL com.jme3.asset.AssetManager com.jme3.asset.plugins.UrlAssetInfo com.jme3.asset.AssetKey ","","create ","","com.jme3.asset.AssetNotFoundException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
825,"CatchClause","java.net.MalformedURLException",true,"root root path ","java.net.URL java.lang.String ","","","","",java.lang.IllegalArgumentException
826,"CatchClause","java.io.IOException",false,"zipfile entry ","java.util.zip.ZipFile java.util.zip.ZipEntry java.io.InputStream ","","getInputStream ","","",com.jme3.asset.AssetLoadException
827,"CatchClause","java.io.IOException",true,"open_read root path zipfile ","java.util.zip.ZipFile java.lang.String int java.io.File ","","","","",com.jme3.asset.AssetLoadException
828,"IfStatement","null",false,"conn http_ok ","int java.net.HttpURLConnection ","","getResponseCode ","IOException ","java.io.IOException ",java.io.IOException
829,"IfStatement","null",false,"conn http_ok ","int java.net.HttpURLConnection ","","getResponseCode ","IOException ","java.io.IOException ",java.io.IOException
830,"IfStatement","null",true,"table censig offset ","int long byte java.util.zip.ZipEntry ","","get32 ","IOException ","",java.io.IOException
831,"IfStatement","null",false,"read ","int ","","","IOException ","",java.io.IOException
832,"IfStatement","null",false,"offset ","int ","","","IOException ","",java.io.IOException
833,"IfStatement","null",true,"url ","java.net.URL java.lang.String boolean ","http https ","getProtocol equals ","IOException ","",java.lang.UnsupportedOperationException
834,"IfStatement","null",false,"entry ","com.jme3.asset.plugins.HttpZipLocator.ZipEntry2 ","NULL ","","IOException ","",java.lang.RuntimeException
835,"CatchClause","java.io.IOException",false,"url conn ","java.net.URLConnection java.net.URL java.io.InputStream void ","","getInputStream openConnection setUseCaches ","","",com.jme3.asset.AssetLoadException
836,"IfStatement","null",true,"root path ","java.lang.String ","NULL ","","","java.lang.IllegalArgumentException com.jme3.asset.AssetLoadException ",java.lang.NullPointerException
837,"IfStatement","null",false,"root ","java.io.File boolean ","","isDirectory ","","java.lang.NullPointerException com.jme3.asset.AssetLoadException ",java.lang.IllegalArgumentException
838,"CatchClause","java.io.IOException",true,"root root path ","java.io.File java.lang.String java.lang.IllegalArgumentException boolean ","Given root path   is not a directory ","getCanonicalFile isDirectory ","","java.lang.NullPointerException java.lang.IllegalArgumentException ",com.jme3.asset.AssetLoadException
839,"CatchClause","java.io.FileNotFoundException",false,"file ","java.io.File java.io.FileInputStream ","","","","",com.jme3.asset.AssetLoadException
840,"IfStatement","null",false,"canonical absolute ","java.lang.String boolean ","","endsWith ","","com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetNotFoundException
841,"CatchClause","java.io.IOException",false,"canonical file absolute ","java.lang.String java.io.File boolean com.jme3.asset.AssetNotFoundException "," doesn't match  Asset name doesn't match requirements. ","endsWith getAbsolutePath getCanonicalPath ","","com.jme3.asset.AssetNotFoundException ",com.jme3.asset.AssetLoadException
842,"IfStatement","null",true,"time ","float ","","","","java.lang.RuntimeException ",java.lang.UnsupportedOperationException
843,"CatchClause","java.io.IOException",false,"reset offset new stream ","java.io.InputStream java.io.BufferedInputStream int long ","","skip ","","java.lang.UnsupportedOperationException ",java.lang.RuntimeException
844,"IfStatement","null",false,"compression ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
845,"IfStatement","null",false,"bits per sample ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
846,"IfStatement","null",false,"channels bits per sample bytes per sample ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
847,"IfStatement","null",false,"sample rate bytes per sec bytes per sample ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
848,"IfStatement","null",false,"i_ r i f f sig ","int ","","","IOException ","java.io.IOException ",java.io.IOException
849,"IfStatement","null",false,"i_ w a v e ","int com.jme3.audio.plugins.WAVLoader.ResettableInputStream ","","readInt ","IOException ","java.io.IOException ",java.io.IOException
850,"IfStatement","null",false,"format version version ","int com.jme3.export.FormatVersion ","","","IOException ","",java.io.IOException
851,"CatchClause","java.io.IOException",true,"object asset manager importer baos exporter ","com.jme3.export.binary.BinaryImporter com.jme3.export.binary.BinaryExporter java.io.ByteArrayOutputStream com.jme3.asset.AssetManager void com.jme3.export.Savable byte ","","toByteArray setAssetManager save load ","","",java.lang.AssertionError
852,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","",java.io.IOException
853,"IfStatement","null",true,"length languages lang size ","int java.lang.String ","","","","",com.jme3.asset.AssetLoadException
854,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","",java.io.IOException
855,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","",java.io.IOException
856,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","",java.io.IOException
857,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.lang.UnsupportedOperationException ",java.io.IOException
858,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.lang.UnsupportedOperationException ",java.io.IOException
859,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.lang.UnsupportedOperationException ",java.io.IOException
860,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.lang.UnsupportedOperationException ",java.io.IOException
861,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.lang.UnsupportedOperationException ",java.io.IOException
862,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.lang.UnsupportedOperationException ",java.io.IOException
863,"SwitchStatement","null",true,"type ","com.jme3.shader.VarType ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.lang.UnsupportedOperationException
864,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.io.IOException ",java.io.IOException
865,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.io.IOException ",java.io.IOException
866,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.io.IOException ",java.io.IOException
867,"IfStatement","null",false,"","com.jme3.material.MatParam ","NULL ","","IOException ","java.io.IOException ",java.io.IOException
868,"SwitchStatement","null",true,"word ","java.lang.String ","","","","",java.lang.IllegalArgumentException
869,"IfStatement","null",false,"split ","java.lang.String boolean ","LineWidth ","equals ","IOException ","",com.jme3.material.plugins.MatParseException
870,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","",java.io.IOException
871,"IfStatement","null",false,"split ","java.lang.String boolean ","NoRender ","equals ","IOException ","",com.jme3.material.plugins.MatParseException
872,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","",java.io.IOException
873,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","java.lang.UnsupportedOperationException ",java.io.IOException
874,"SwitchStatement","null",false,"technique ","com.jme3.material.TechniqueDef com.jme3.material.TechniqueDef.LightMode ","","getLightMode ","IOException ","java.io.IOException ",java.lang.UnsupportedOperationException
875,"IfStatement","null",false,"line ","java.lang.String boolean ","Exception ","startsWith ","IOException ","java.io.IOException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.asset.AssetLoadException
876,"IfStatement","null",false,"line ","java.lang.String boolean ","Exception ","startsWith ","IOException ","com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",java.io.IOException
877,"IfStatement","null",true,"roots ","java.util.List int ","","size ","IOException ","com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",java.io.IOException
878,"IfStatement","null",false,"material name ","java.lang.String boolean ","Material ","startsWith ","IOException ","com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",java.io.IOException
879,"IfStatement","null",false,"material name ","java.lang.String boolean ","","equals ","IOException ","com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
880,"IfStatement","null",false,"extending ","boolean ","","","IOException ","com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
881,"IfStatement","null",false,"def ","com.jme3.material.MaterialDef ","NULL ","","IOException ","com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
882,"IfStatement","null",false,"extending ","boolean ","","","IOException ","com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
883,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
884,"IfStatement","null",false,"stat type ","java.lang.String boolean ","MaterialParameters ","equals ","IOException ","com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
885,"IfStatement","null",false,"key ","com.jme3.asset.AssetKey java.lang.String boolean com.jme3.asset.MaterialKey ","j3m ","equals getExtension ","IOException ","java.io.IOException ",java.io.IOException
886,"IfStatement","null",false,"key ","com.jme3.asset.AssetKey java.lang.String boolean com.jme3.asset.MaterialKey ","j3md ","equals getExtension ","IOException ","java.io.IOException ",java.io.IOException
887,"IfStatement","null",false,"statement ","com.jme3.util.blockparser.Statement java.lang.String boolean ","ShaderNodeDefinition ","startsWith getLine ","IOException ","",com.jme3.material.plugins.MatParseException
888,"CatchClause","java.lang.RuntimeException",false,"statement1 shader node definition ","com.jme3.shader.ShaderNodeDefinition com.jme3.util.blockparser.Statement com.jme3.shader.ShaderNodeVariable boolean java.util.List ","","readVariable add getInputs ","IOException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
889,"CatchClause","java.lang.RuntimeException",false,"statement1 shader node definition ","com.jme3.shader.ShaderNodeDefinition com.jme3.util.blockparser.Statement java.lang.String boolean com.jme3.shader.ShaderNodeVariable java.util.List void ","None ","setNoOutput trim getLine readVariable equals add getOutputs ","IOException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
890,"IfStatement","null",false,"line ","java.lang.String boolean ","Output ","startsWith ","IOException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
891,"CatchClause","java.lang.RuntimeException",false,"shader node definition is load doc statement1 shader language shader name statement type split doc var names ","java.lang.String com.jme3.util.blockparser.Statement com.jme3.shader.ShaderNodeDefinition java.lang.RuntimeException boolean void java.lang.String java.util.Set com.jme3.material.plugins.MatParseException java.util.List com.jme3.shader.Shader.ShaderType ","Type None one of Type, Shader, Documentation, Input, Output Shader  Output Input Documentation ","startsWith add getLine getContents readVariable clear getMessage trim setDocumentation getInputs getShadersPath ","IOException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
892,"IfStatement","null",false,"length split var ","int java.lang.String ","","","IOException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
893,"IfStatement","null",false,"var names var name ","java.lang.String java.util.Set boolean ","","contains ","IOException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
894,"IfStatement","null",false,"line ","java.lang.String boolean ","OutputMappings ","startsWith ","IOException ","",com.jme3.material.plugins.MatParseException
895,"IfStatement","null",false,"split length ","int java.lang.String ","","","IOException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
896,"IfStatement","null",false,"length type and lang ","int java.lang.String ","","","IOException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
897,"IfStatement","null",true,"length vars ","int java.lang.String ","","","MatParseException ","",com.jme3.material.plugins.MatParseException
898,"IfStatement","null",true,"param ","com.jme3.material.MatParam java.lang.String boolean com.jme3.shader.VarType ","Array ","getVarType endsWith name ","MatParseException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
899,"IfStatement","null",false,"","com.jme3.material.MatParam ","NULL ","","MatParseException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
900,"IfStatement","null",false,"param ","com.jme3.material.MatParam ","NULL ","","MatParseException ","",com.jme3.material.plugins.MatParseException
901,"CatchClause","java.lang.Exception",true,"mapping im_has_name_space statement ","com.jme3.shader.VariableMapping boolean com.jme3.util.blockparser.Statement ","","parseMapping ","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
902,"IfStatement","null",false,"definition left ","com.jme3.shader.ShaderNodeVariable com.jme3.shader.ShaderNodeDefinition boolean java.util.List ","","updateVariableFromList getInputs ","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
