@relation "lucene"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.RuntimeException,java.lang.IllegalArgumentException,java.lang.Error,java.io.IOException,java.lang.AssertionError,java.lang.IllegalStateException,java.text.ParseException,java.lang.UnsupportedOperationException,java.lang.NullPointerException,java.lang.Throwable,java.io.EOFException,java.io.FileNotFoundException,java.lang.Exception,org.apache.lucene.util.ThreadInterruptedException,org.apache.lucene.index.CorruptIndexException,java.lang.IndexOutOfBoundsException,org.apache.lucene.store.AlreadyClosedException,java.util.NoSuchElementException,java.io.UncheckedIOException,NULL,java.nio.file.NoSuchFileException,java.lang.NumberFormatException,org.antlr.v4.runtime.FailedPredicateException,org.apache.lucene.queryparser.classic.ParseException,org.apache.lucene.queryparser.flexible.standard.parser.ParseException,org.apache.lucene.queryparser.surround.parser.ParseException,org.apache.lucene.queryparser.xml.ParserException,junit.framework.AssertionFailedError,org.apache.tools.ant.BuildException}

@data
1805,"IfStatement","null",false,"directory orig commit ","org.apache.lucene.store.Directory org.apache.lucene.index.IndexCommit ","","getDirectory ","IOException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException org.apache.lucene.index.IndexNotFoundException ",java.lang.IllegalArgumentException
1806,"IfStatement","null",false,"segment index sort index sort ","org.apache.lucene.search.Sort boolean ","NULL ","isCongruentSort ","","",java.lang.IllegalArgumentException
1807,"IfStatement","null",false,"pending commit ","org.apache.lucene.index.SegmentInfos ","NULL ","","IOException ","java.lang.Throwable ",java.lang.IllegalStateException
1808,"CatchClause","java.lang.Throwable",false,"config info stream ","org.apache.lucene.util.InfoStream void org.apache.lucene.index.LiveIndexWriterConfig boolean long org.apache.lucene.index.MergePolicy ","now flush at close ","flush commitInternal waitForMerges isEnabled getMergePolicy message rollbackInternal ","IOException ","java.lang.IllegalStateException ",java.lang.Throwable
1809,"CatchClause","java.lang.VirtualMachineError",true,"doc writer seq no analyzer success del node docs ","long org.apache.lucene.index.DocumentsWriter org.apache.lucene.analysis.Analyzer boolean java.lang.Iterable org.apache.lucene.index.DocumentsWriterDeleteQueue.Node java.lang.Iterable void org.apache.lucene.index.DocumentsWriterDeleteQueue.Node ","","updateDocuments processEvents ","IOException ","",NULL
1810,"IfStatement","null",true,"term ","org.apache.lucene.index.Term ","NULL ","","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1811,"IfStatement","null",true,"soft deletes length ","org.apache.lucene.document.Field int ","NULL ","","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1812,"SwitchStatement","null",false,"type update ","org.apache.lucene.index.DocValuesType org.apache.lucene.index.DocValuesUpdate ","","","IOException ","java.lang.AssertionError ",java.lang.AssertionError
1813,"SwitchStatement","null",false,"type update ","org.apache.lucene.index.DocValuesType org.apache.lucene.index.DocValuesUpdate ","","","IOException ","java.lang.AssertionError ",java.lang.AssertionError
1814,"IfStatement","null",false,"reader ","org.apache.lucene.index.LeafReader org.apache.lucene.index.SegmentReader ","","","IOException ","",java.lang.IllegalArgumentException
1815,"CatchClause","java.lang.VirtualMachineError",true,"doc writer seq no terms ","long org.apache.lucene.index.Term org.apache.lucene.index.DocumentsWriter void ","","deleteTerms processEvents ","IOException ","",NULL
1816,"CatchClause","java.lang.VirtualMachineError",true,"doc writer seq no queries ","long org.apache.lucene.search.Query org.apache.lucene.index.DocumentsWriter void ","","deleteQueries processEvents ","IOException ","",NULL
1817,"CatchClause","java.lang.VirtualMachineError",true,"doc writer seq no analyzer doc success del node ","long org.apache.lucene.index.DocumentsWriter org.apache.lucene.analysis.Analyzer boolean org.apache.lucene.index.DocumentsWriterDeleteQueue.Node java.lang.Iterable java.lang.Iterable void org.apache.lucene.index.DocumentsWriterDeleteQueue.Node ","","processEvents updateDocument ","IOException ","",NULL
1818,"IfStatement","null",true,"term ","org.apache.lucene.index.Term ","NULL ","","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1819,"IfStatement","null",true,"soft deletes length ","org.apache.lucene.document.Field int ","NULL ","","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1820,"IfStatement","null",true,"global field number map field numeric ","org.apache.lucene.index.DocValuesType java.lang.String org.apache.lucene.index.FieldInfos.FieldNumbers boolean ","","contains ","IOException ","java.lang.IllegalArgumentException java.lang.VirtualMachineError ",java.lang.IllegalArgumentException
1821,"IfStatement","null",true,"config field ","java.lang.String org.apache.lucene.index.LiveIndexWriterConfig boolean java.util.Set ","","getIndexSortFields contains ","IOException ","java.lang.IllegalArgumentException java.lang.VirtualMachineError ",java.lang.IllegalArgumentException
1822,"CatchClause","java.lang.VirtualMachineError",true,"doc writer seq no term value field ","long java.lang.String org.apache.lucene.index.Term org.apache.lucene.index.DocumentsWriter org.apache.lucene.index.DocValuesUpdate.NumericDocValuesUpdate void ","","updateDocValues processEvents ","IOException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",NULL
1823,"IfStatement","null",true,"value ","org.apache.lucene.util.BytesRef ","NULL ","","IOException ","java.lang.IllegalArgumentException java.lang.VirtualMachineError ",java.lang.IllegalArgumentException
1824,"IfStatement","null",true,"global field number map binary field ","org.apache.lucene.index.DocValuesType java.lang.String org.apache.lucene.index.FieldInfos.FieldNumbers boolean ","","contains ","IOException ","java.lang.IllegalArgumentException java.lang.VirtualMachineError ",java.lang.IllegalArgumentException
1825,"CatchClause","java.lang.VirtualMachineError",true,"doc writer seq no term value field ","long java.lang.String org.apache.lucene.util.BytesRef org.apache.lucene.index.Term org.apache.lucene.index.DocumentsWriter void org.apache.lucene.index.DocValuesUpdate.BinaryDocValuesUpdate ","","updateDocValues processEvents ","IOException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",NULL
1826,"CatchClause","java.lang.VirtualMachineError",false,"doc writer seq no dv updates ","long org.apache.lucene.index.DocValuesUpdate org.apache.lucene.index.DocumentsWriter void ","","updateDocValues processEvents ","IOException ","",NULL
1827,"IfStatement","null",false,"dv type ","org.apache.lucene.index.DocValuesType ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.NullPointerException
1828,"IfStatement","null",false,"dv type none ","org.apache.lucene.index.DocValuesType ","","","","java.lang.NullPointerException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1829,"IfStatement","null",false,"config ","org.apache.lucene.document.Field org.apache.lucene.index.LiveIndexWriterConfig java.lang.String boolean java.util.Set ","","name getIndexSortFields contains ","","java.lang.NullPointerException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1830,"SwitchStatement","null",false,"dv type ","org.apache.lucene.index.DocValuesType ","","","","java.lang.NullPointerException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1831,"IfStatement","null",true,"max num segments ","int ","","","IOException ","java.lang.IllegalStateException java.io.IOException ",java.lang.IllegalArgumentException
1832,"IfStatement","null",false,"tragedy ","java.util.concurrent.atomic.AtomicReference java.lang.Throwable ","NULL ","get ","IOException ","java.lang.IllegalArgumentException java.io.IOException ",NULL
1833,"IfStatement","null",true,"max num segments unbounded_max_merge_segments merge ","int org.apache.lucene.index.MergePolicy.OneMerge ","","","IOException ","java.lang.IllegalArgumentException java.lang.IllegalStateException ",java.io.IOException
1834,"IfStatement","null",false,"tragedy ","java.util.concurrent.atomic.AtomicReference java.lang.Throwable ","NULL ","get ","IOException ","java.io.IOException ",NULL
1835,"IfStatement","null",false,"","java.lang.Throwable ","NULL ","","IOException ","java.lang.IllegalStateException ",java.io.IOException
1836,"CatchClause","java.lang.Throwable",false,"directory tragedy closed reader pool deleter rollback max doc closing last commit change count pending commit flush control change count ","void org.apache.lucene.index.SegmentInfos int boolean org.apache.lucene.util.InfoStream org.apache.lucene.index.IndexFileDeleter org.apache.lucene.index.DocumentsWriter org.apache.lucene.store.Lock long org.apache.lucene.index.MergeScheduler java.util.List ","NULL rollback: infos= rollback: done finish merges rollback before checkpoint IndexWriter lock should never be hold when aborting ","close notifyAll message totalMaxDoc get isEnabled waitForFlush abortMerges abort refresh rollbackCommit ","IOException ","",java.lang.Throwable
1837,"CatchClause","java.lang.VirtualMachineError",false,"delete queue seq no change count finalizer reader pool deleter segment infos stop merges full flush lock doc writer info stream ","long void org.apache.lucene.index.SegmentInfos boolean org.apache.lucene.index.DocumentsWriter java.io.Closeable org.apache.lucene.util.InfoStream org.apache.lucene.index.IndexFileDeleter java.util.concurrent.atomic.AtomicLong org.apache.lucene.index.DocumentsWriterDeleteQueue java.lang.Object ","hit exception during deleteAll ","clear getNextSequenceNumber dropAll incrementAndGet adjustPendingNumDocs totalMaxDoc changed setLastSeqNo abortMerges processEvents lockAndAbortAll ","IOException ","",NULL
1838,"CatchClause","java.lang.Throwable",true,"packet ","org.apache.lucene.index.IndexWriter org.apache.lucene.index.FrozenBufferedUpdates void ","","apply ","","",java.lang.Throwable
1839,"IfStatement","null",true,"dups dirs ","int java.util.HashSet org.apache.lucene.store.Directory boolean ","","contains ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1840,"IfStatement","null",true,"directory orig dirs ","int org.apache.lucene.store.Directory org.apache.lucene.store.Directory ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1841,"IfStatement","null",false,"segment infos sis ","org.apache.lucene.index.SegmentInfos int ","","getIndexCreatedVersionMajor ","IOException ","java.lang.IllegalArgumentException java.lang.VirtualMachineError ",java.lang.IllegalArgumentException
1842,"IfStatement","null",false,"segment index sort index sort ","org.apache.lucene.search.Sort boolean ","NULL ","isCongruentSort ","IOException ","java.lang.IllegalArgumentException java.lang.VirtualMachineError ",java.lang.IllegalArgumentException
1843,"CatchClause","java.lang.VirtualMachineError",true,"number context length sipc delete queue success commits dirs global field number map dir ","org.apache.lucene.index.SegmentCommitInfo org.apache.lucene.index.SegmentInfos boolean org.apache.lucene.index.FieldInfo org.apache.lucene.search.Sort int java.lang.String java.util.List long org.apache.lucene.util.InfoStream void ","NULL  newName= addIndexes: process segment origName= by a different Lucene version. The current index was generated by Lucene  flush at addIndexes(Directory...) dup info dir= cannot change index sort from   name=  info=  while one of the directories contains an index that was generated with Lucene  ","getIndexCreatedVersionMajor message isEnabled deleteNewFiles files add testReserveDocs reserveDocs readFieldInfos getIndexSort getDocValuesType ","IOException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",NULL
1844,"IfStatement","null",false,"segment meta segment infos ","int org.apache.lucene.index.LeafMetaData org.apache.lucene.index.SegmentInfos ","","getCreatedVersionMajor getIndexCreatedVersionMajor ","","java.lang.IllegalStateException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1845,"IfStatement","null",false,"segment meta segment infos ","org.apache.lucene.index.LeafMetaData org.apache.lucene.index.SegmentInfos int org.apache.lucene.util.Version ","NULL ","getMinVersion getIndexCreatedVersionMajor ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalStateException
1846,"IfStatement","null",false,"config leaf index sort ","org.apache.lucene.search.Sort org.apache.lucene.index.LiveIndexWriterConfig boolean ","NULL ","getIndexSort isCongruentSort ","","java.lang.IllegalArgumentException java.lang.IllegalStateException ",java.lang.IllegalArgumentException
1847,"CatchClause","java.lang.VirtualMachineError",false,"directory stop merges unbounded_max_merge_segments context codec merged name live docs delete queue num docs tracking c f s dir latest ","void org.apache.lucene.index.SegmentInfo org.apache.lucene.store.TrackingDirectoryWrapper boolean org.apache.lucene.index.SegmentCommitInfo long org.apache.lucene.index.CodecReader int java.lang.String org.apache.lucene.store.IOContext org.apache.lucene.index.SegmentMerger ","flush at addIndexes(CodecReader...) NULL ","getNextSequenceNumber deleteNewFiles files getCreatedFiles ensureOpen add setDiagnostics emptyMap write newSegmentName message ","IOException ","",NULL
1848,"CatchClause","java.lang.VirtualMachineError",false,"doc writer ","org.apache.lucene.index.DocumentsWriter boolean void ","","flushOneDWPT processEvents ","IOException ","",NULL
1849,"IfStatement","null",false,"tragedy ","java.util.concurrent.atomic.AtomicReference java.lang.Throwable ","NULL ","get ","IOException ","java.lang.IllegalStateException java.lang.VirtualMachineError java.lang.Throwable ",NULL
1850,"IfStatement","null",false,"pending commit ","org.apache.lucene.index.SegmentInfos ","NULL ","","IOException ","java.lang.IllegalStateException java.lang.VirtualMachineError java.lang.Throwable ",java.lang.IllegalStateException
1851,"CatchClause","java.lang.VirtualMachineError",false,"full flush lock any changes files to commit commit user data deleter flush success success last commit change count user data change count flush count ","boolean long org.apache.lucene.index.SegmentInfos void java.util.Map.Entry java.util.Map java.lang.String java.util.concurrent.atomic.AtomicLong java.util.Collection org.apache.lucene.index.DocumentsWriter java.lang.Iterable ","hit exception during prepareCommit NULL ","incrementAndGet get incRef finishFullFlush getValue writeReaderPool files publishFlushedSegments changed processEvents put ","IOException ","java.lang.IllegalStateException java.lang.IllegalStateException java.lang.Throwable ",NULL
1852,"CatchClause","java.lang.Throwable",false,"seq no to commit any changes maybe merge pending commit ","org.apache.lucene.index.SegmentInfos boolean void java.util.concurrent.atomic.AtomicBoolean long ","NULL ","startCommit set ","IOException ","java.lang.IllegalStateException java.lang.IllegalStateException java.lang.VirtualMachineError ",java.lang.Throwable
1853,"IfStatement","null",false,"tragedy ","java.util.concurrent.atomic.AtomicReference java.lang.Throwable ","NULL ","get ","IOException ","java.lang.Throwable ",NULL
1854,"CatchClause","java.lang.Throwable",false,"committed segments file name pending commit last commit change count finalizer tragedy segment infos directory deleter rollback segments files to commit commit files ","org.apache.lucene.index.SegmentInfos org.apache.lucene.util.InfoStream java.util.Collection void java.lang.String boolean org.apache.lucene.index.IndexFileDeleter long java.util.concurrent.atomic.AtomicReference java.io.Closeable java.util.List ","NULL commit: pendingCommit == null; skip this writer hit an unrecoverable error; cannot complete commit commit: done writing segments file  commit: pendingCommit != null ","isEnabled message get notifyAll decRef checkpoint createBackupSegmentInfos finishCommit updateGeneration ensureOpen ","IOException ","java.lang.IllegalStateException ",java.lang.Throwable
1855,"IfStatement","null",false,"tragedy ","java.util.concurrent.atomic.AtomicReference java.lang.Throwable ","NULL ","get ","IOException ","java.lang.VirtualMachineError ",NULL
1856,"CatchClause","java.lang.VirtualMachineError",true,"apply all deletes flush count seq no flush success full flush lock doc writer maybe merge info stream success any changes ","boolean long void org.apache.lucene.util.InfoStream org.apache.lucene.index.DocumentsWriter java.util.concurrent.atomic.AtomicInteger java.util.concurrent.atomic.AtomicBoolean java.lang.Object int java.lang.String ","  start flush: applyAllDeletes=   index before flush  ","message finishFullFlush segString applyAllDeletesAndUpdates incrementAndGet flushAllThreads publishFlushedSegments getAndSet writeReaderPool processEvents holdsFullFlushLock ","IOException ","java.lang.IllegalStateException ",NULL
1857,"SwitchStatement","null",false,"type updates ","org.apache.lucene.index.DocValuesType org.apache.lucene.index.DocValuesFieldUpdates ","","","IOException ","",java.lang.AssertionError
1858,"IfStatement","null",false,"tragedy ","java.util.concurrent.atomic.AtomicReference java.lang.Throwable ","NULL ","get ","IOException ","",NULL
1859,"IfStatement","null",true,"","java.lang.Throwable org.apache.lucene.index.MergePolicy.MergeAbortedException org.apache.lucene.index.MergePolicy ","","","IOException ","org.apache.lucene.index.MergePolicy.MergeAbortedException ",java.lang.Error
1860,"CatchClause","java.lang.Throwable",true,"merge_finished unbounded_max_merge_segments closing segments merge policy closed info stream merge success max num segments ","org.apache.lucene.index.MergePolicy.OneMerge boolean org.apache.lucene.util.InfoStream int void java.lang.Throwable org.apache.lucene.index.MergePolicy org.apache.lucene.index.MergeTrigger java.lang.String java.util.List ","now merge  merge=   index= hit exception during merge ","segString isEnabled message handleMergeException mergeFinish updatePendingMerges isAborted mergeSuccess mergeMiddle mergeInit ","IOException ","",java.lang.Throwable
1861,"IfStatement","null",false,"tragedy ","java.util.concurrent.atomic.AtomicReference java.lang.Throwable ","NULL ","get ","IOException ","",NULL
1862,"CatchClause","java.lang.InterruptedException",false,"","void ","1000 ","wait ","","",org.apache.lucene.util.ThreadInterruptedException
1863,"IfStatement","null",false,"tragedy ","java.util.concurrent.atomic.AtomicReference java.lang.Throwable ","NULL ","get ","IOException ","java.lang.IllegalStateException java.lang.Throwable java.lang.VirtualMachineError ",NULL
1864,"IfStatement","null",false,"last commit change count change count ","long java.util.concurrent.atomic.AtomicLong ","","get ","IOException ","java.lang.IllegalStateException java.lang.Throwable java.lang.VirtualMachineError ",java.lang.IllegalStateException
1865,"CatchClause","java.lang.Throwable",true,"pending commit files to sync segment infos directory info stream pending_segments pending commit set success to sync ","org.apache.lucene.index.SegmentInfos boolean java.util.Collection org.apache.lucene.util.InfoStream void org.apache.lucene.store.Directory java.lang.String long org.apache.lucene.index.IndexFileNames ","NULL startCommit: wrote pending segments file  done all syncs:  midStartCommitSuccess midStartCommit2 ","getGeneration testPoint isEnabled message files fileNameFromGeneration sync rollbackCommit prepareCommit ","IOException ","java.lang.IllegalStateException java.lang.IllegalStateException java.lang.VirtualMachineError ",java.lang.Throwable
1866,"CatchClause","java.lang.VirtualMachineError",false,"pending commit change count last commit change count files to sync directory segment infos deleter files to commit pending_segments info stream ","org.apache.lucene.index.SegmentInfos org.apache.lucene.util.InfoStream boolean java.util.Collection void long java.lang.Throwable java.util.concurrent.atomic.AtomicLong org.apache.lucene.store.Directory java.lang.String org.apache.lucene.index.IndexFileDeleter ","NULL startCommit(): start midStartCommit2   skip startCommit(): no changes pending done all syncs:  startCommit index= midStartCommit  changeCount= midStartCommitSuccess ","isEnabled message getGeneration testPoint decRef files segString get addSuppressed fileNameFromGeneration filesExist ","IOException ","java.lang.IllegalStateException java.lang.IllegalStateException java.lang.Throwable ",NULL
1867,"IfStatement","null",true,"directory ","org.apache.lucene.store.TrackingDirectoryWrapper boolean java.util.Set ","","getCreatedFiles isEmpty ","IOException ","",java.lang.IllegalStateException
1868,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalArgumentException
1869,"IfStatement","null",true,"dir directory orig info ","org.apache.lucene.store.Directory org.apache.lucene.index.SegmentInfo org.apache.lucene.index.SegmentCommitInfo ","","","","",java.lang.IllegalArgumentException
1870,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1871,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1872,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1873,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1874,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1875,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1876,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1877,"IfStatement","null",false,"terms has prox ","boolean org.apache.lucene.index.FreqProxTermsWriterPerField ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1878,"IfStatement","null",true,"offsets flags has offsets terms ","boolean short int org.apache.lucene.index.FreqProxTermsWriterPerField org.apache.lucene.index.PostingsEnum ","","featureRequested ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1879,"IfStatement","null",true,"flags has freq terms freqs ","boolean short int org.apache.lucene.index.FreqProxTermsWriterPerField org.apache.lucene.index.PostingsEnum ","","featureRequested ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1880,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1881,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1882,"IfStatement","null",false,"read term freq ","boolean ","","","","",java.lang.IllegalStateException
1883,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1884,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1885,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1886,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1887,"IfStatement","null",false,"read offsets ","boolean ","","","","",java.lang.IllegalStateException
1888,"IfStatement","null",false,"read offsets ","boolean ","","","","",java.lang.IllegalStateException
1889,"IfStatement","null",true,"doc i d target ","int ","","","","",java.lang.IllegalArgumentException
1890,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1891,"CatchClause","java.lang.Throwable",true,"del gen already seen segments writer info seg states infos ","org.apache.lucene.index.SegmentCommitInfo java.util.Set org.apache.lucene.index.IndexWriter long boolean java.util.List java.util.List org.apache.lucene.index.BufferedUpdatesStream org.apache.lucene.index.BufferedUpdatesStream.SegmentState void org.apache.lucene.index.ReadersAndUpdates ","","add getPooledInstance contains getBufferedDeletesGen ","IOException ","",java.lang.Throwable
1892,"IfStatement","null",false,"del gen ","long ","","","IOException ","",java.lang.IllegalArgumentException
1893,"IfStatement","null",true,"inner iter ","org.apache.lucene.search.DocIdSetIterator ","NULL ","","","",java.lang.IllegalArgumentException
1894,"IfStatement","null",true,"selector ","org.apache.lucene.search.SortedNumericSelector.Type ","NULL ","","","java.lang.NullPointerException ",java.lang.NullPointerException
1895,"IfStatement","null",true,"type ","org.apache.lucene.search.SortField.Type ","NULL ","","","java.lang.NullPointerException ",java.lang.NullPointerException
1896,"SwitchStatement","null",false,"type ","org.apache.lucene.search.SortField.Type ","","","","",java.lang.AssertionError
1897,"IfStatement","null",true,"value ","long ","","","","",java.lang.IllegalArgumentException
1898,"IfStatement","null",true,"reader searcher ","org.apache.lucene.index.IndexReader org.apache.lucene.search.IndexSearcher ","","getIndexReader ","IOException ","",java.lang.IllegalStateException
1899,"IfStatement","null",true,"min should match ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1900,"IfStatement","null",true,"should subs min should match ","int org.apache.lucene.search.BooleanClause.Occur java.util.Map java.util.Collection ","","get size ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1901,"IfStatement","null",true,"should filter subs min should match score mode must ","org.apache.lucene.search.BooleanClause.Occur java.util.Map int java.util.Collection org.apache.lucene.search.ScoreMode boolean ","","get size needsScores ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1902,"IfStatement","null",true,"should filter subs must ","org.apache.lucene.search.BooleanClause.Occur java.util.Map int java.util.Collection ","","get size ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1903,"IfStatement","null",false,"term field ","java.lang.String org.apache.lucene.index.Term boolean ","","equals field ","","org.apache.lucene.search.BooleanQuery.TooManyClauses ",java.lang.IllegalArgumentException
1904,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1905,"IfStatement","null",false,"","boolean ","","isCached ","IOException ","",java.lang.IllegalStateException
1906,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1907,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1908,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1909,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1910,"CatchClause","java.io.IOException",false,"cmp no_more_docs ","int org.apache.lucene.search.Scorer org.apache.lucene.search.DocIdSetIterator float java.lang.Float ","","getMaxScore compare ","IOException ","",java.lang.RuntimeException
1911,"IfStatement","null",true,"doc freq ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1912,"IfStatement","null",true,"total term freq ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1913,"IfStatement","null",true,"doc freq total term freq ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1914,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1915,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1916,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1917,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1918,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1919,"IfStatement","null",true,"min should match scorers ","int java.util.Collection ","","size ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1920,"IfStatement","null",true,"min should match ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1921,"IfStatement","null",true,"collector managers length ","int org.apache.lucene.search.CollectorManager ","","","","",java.lang.IllegalArgumentException
1922,"IfStatement","null",false,"","boolean ","","requiresEviction ","","java.lang.AssertionError java.lang.AssertionError java.lang.AssertionError ",java.lang.AssertionError
1923,"IfStatement","null",false,"keys ","java.util.Set boolean ","","isEmpty ","","java.lang.AssertionError java.lang.AssertionError java.lang.AssertionError ",java.lang.AssertionError
1924,"IfStatement","null",false,"ram bytes used recomputed ram bytes used ","long ","","","","java.lang.AssertionError java.lang.AssertionError java.lang.AssertionError ",java.lang.AssertionError
1925,"IfStatement","null",false,"recomputed cache size ","long ","","getCacheSize ","","java.lang.AssertionError java.lang.AssertionError java.lang.AssertionError ",java.lang.AssertionError
1926,"IfStatement","null",true,"max doc min doc ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1927,"IfStatement","null",true,"min doc ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1928,"IfStatement","null",true,"max clause count ","int ","","","","",java.lang.IllegalArgumentException
1929,"SwitchStatement","null",false,"","org.apache.lucene.search.BooleanClause org.apache.lucene.search.BooleanClause.Occur ","","getOccur ","IOException ","",java.lang.AssertionError
1930,"IfStatement","null",true,"sorted set max_value ","int org.apache.lucene.index.SortedSetDocValues long java.lang.Integer ","","getValueCount ","","java.lang.AssertionError ",java.lang.UnsupportedOperationException
1931,"SwitchStatement","null",true,"selector ","org.apache.lucene.search.SortedSetSelector.Type ","","","","java.lang.UnsupportedOperationException ",java.lang.AssertionError
1932,"IfStatement","null",true,"","org.apache.lucene.search.Scorer ","NULL ","","","",java.lang.NullPointerException
1933,"IfStatement","null",true,"","int ","","","","",java.lang.IllegalArgumentException
1934,"IfStatement","null",false,"term field ","java.lang.String org.apache.lucene.index.Term boolean ","","equals field ","","",java.lang.IllegalArgumentException
1935,"IfStatement","null",false,"field terms ","org.apache.lucene.index.Terms boolean ","","hasPositions ","IOException ","",java.lang.IllegalStateException
1936,"IfStatement","null",true,"position ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1937,"IfStatement","null",true,"position last position ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1938,"IfStatement","null",true,"term terms ","java.util.List org.apache.lucene.index.Term java.lang.String boolean ","","field get equals isEmpty ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1939,"IfStatement","null",true,"positions length terms ","int int org.apache.lucene.index.Term ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
