@relation "pdfbox"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.IllegalArgumentException,java.io.IOException,java.lang.IllegalStateException,java.io.EOFException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,org.apache.pdfbox.examples.signature.cert.CertificateVerificationException,java.lang.Exception,org.bouncycastle.cert.ocsp.OCSPException,org.apache.pdfbox.preflight.exception.ValidationException,org.apache.pdfbox.preflight.content.ContentStreamException,org.apache.xmpbox.type.BadFieldValueException,org.apache.xmpbox.xml.XmpParsingException}

@data
279,"CatchClause","java.lang.Exception",true,"result ctx annot dic clazz constructor ","org.apache.pdfbox.preflight.annotation.AnnotationValidator java.lang.reflect.Constructor org.apache.pdfbox.cos.COSDictionary org.apache.pdfbox.preflight.PreflightContext java.lang.reflect.Constructor java.lang.Class java.lang.Class void ","","setFactory getDeclaredConstructor newInstance ","ValidationException ","",org.apache.pdfbox.preflight.exception.ValidationException
280,"CatchClause","java.io.IOException",false,"processed page ","org.apache.pdfbox.pdmodel.PDPage boolean void ","","hasContents processPage ","ValidationException ","",org.apache.pdfbox.preflight.exception.ValidationException
281,"CatchClause","java.io.IOException",true,"processed page form ","org.apache.pdfbox.pdmodel.PDPage org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject void ","NULL ","processChildStream ","ValidationException ","",org.apache.pdfbox.preflight.exception.ValidationException
282,"CatchClause","java.io.IOException",true,"processed page pattern ","org.apache.pdfbox.pdmodel.PDPage org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern void ","","processChildStream ","ValidationException ","",org.apache.pdfbox.preflight.exception.ValidationException
283,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",true,"cmyk rgb expected type context profile wrapper ","org.apache.pdfbox.preflight.graphic.ICCProfileWrapper org.apache.pdfbox.preflight.content.PreflightStreamEngine.ColorSpaceType boolean org.apache.pdfbox.preflight.PreflightContext ","NULL ","isRGBColorSpace getOrSearchICCProfile isCMYKColorSpace ","ContentStreamException ","",org.apache.pdfbox.preflight.content.ContentStreamException
284,"IfStatement","null",true,"arguments ","java.util.List boolean ","NULL ","isEmpty ","ContentStreamException ","",org.apache.pdfbox.preflight.content.ContentStreamException
285,"IfStatement","null",true,"length arguments ","java.util.List int boolean ","NULL ","size isEmpty ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
286,"IfStatement","null",false,"arg ","org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSName org.apache.pdfbox.cos.COSString ","","","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
287,"IfStatement","null",false,"arg max_name_size ","org.apache.pdfbox.cos.COSBase int org.apache.pdfbox.cos.COSName java.lang.String ","","length getName ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
288,"IfStatement","null",true,"arg max_string_length length ","int org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSString java.lang.String byte ","","getString getBytes ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
289,"IfStatement","null",true,"length arguments ","java.util.List int boolean ","NULL ","size isEmpty ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
290,"IfStatement","null",false,"arg ","org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSArray ","","","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
291,"IfStatement","null",true,"length arguments ","java.util.List int boolean ","NULL ","size isEmpty ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
292,"IfStatement","null",false,"arg ","org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSFloat org.apache.pdfbox.cos.COSInteger ","","","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
293,"IfStatement","null",false,"arg max_value min_value ","org.apache.pdfbox.cos.COSBase int org.apache.pdfbox.cos.COSInteger long java.lang.Integer ","","longValue ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
294,"IfStatement","null",false,"arg max_positive_float max_negative_float ","org.apache.pdfbox.cos.COSBase float org.apache.pdfbox.cos.COSFloat double ","","doubleValue ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
295,"IfStatement","null",true,"arguments ","java.util.List int boolean ","NULL ","size isEmpty ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
296,"IfStatement","null",false,"arg ","org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSName org.apache.pdfbox.cos.COSString ","","","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
297,"IfStatement","null",false,"arg max_name_size ","org.apache.pdfbox.cos.COSBase int org.apache.pdfbox.cos.COSName java.lang.String ","","length getName ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
298,"IfStatement","null",false,"arg max_string_length length ","int org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSString java.lang.String byte ","","getString getBytes ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
299,"IfStatement","null",false,"arg2 ","org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSName org.apache.pdfbox.cos.COSDictionary org.apache.pdfbox.cos.COSString ","","","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
300,"IfStatement","null",false,"max_name_size arg2 ","org.apache.pdfbox.cos.COSBase int org.apache.pdfbox.cos.COSName java.lang.String ","","length getName ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
301,"IfStatement","null",false,"arg2 max_string_length length ","int org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSString java.lang.String byte ","","getString getBytes ","ContentStreamException ","org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException org.apache.pdfbox.preflight.content.ContentStreamException ",org.apache.pdfbox.preflight.content.ContentStreamException
302,"IfStatement","null",false,"first operator ","boolean ","","","IOException ","java.io.IOException ",java.io.IOException
303,"IfStatement","null",false,"obj ","org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSNumber ","","","IOException ","java.io.IOException ",java.io.IOException
304,"IfStatement","null",false,"pdcs ","org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace ","NULL ","","ValidationException ","",org.apache.pdfbox.preflight.exception.ValidationException
305,"IfStatement","null",true,"document ","org.apache.pdfbox.pdmodel.PDDocument ","NULL ","","ValidationException ","org.apache.pdfbox.preflight.exception.ValidationException ",org.apache.pdfbox.preflight.exception.ValidationException
306,"IfStatement","null",true,"metadata ","org.apache.xmpbox.XMPMetadata ","NULL ","","ValidationException ","org.apache.pdfbox.preflight.exception.ValidationException ",org.apache.pdfbox.preflight.exception.ValidationException
307,"IfStatement","null",false,"schemas ","java.util.List boolean ","","isEmpty ","ValidationException DifferentRDFAboutException ","org.apache.pdfbox.preflight.metadata.RDFAboutAttributeConcordanceValidation.DifferentRDFAboutException ",org.apache.pdfbox.preflight.exception.ValidationException
308,"CatchClause","javax.xml.parsers.ParserConfigurationException",true,"name file rdocument ","org.w3c.dom.Document java.lang.String javax.xml.parsers.DocumentBuilderFactory java.io.File javax.xml.parsers.DocumentBuilder java.lang.SuppressWarnings org.w3c.dom.Element ","squid:S2755 ","newInstance newDocument newDocumentBuilder validate ","IOException ","",java.io.IOException
309,"IfStatement","null",true,"read obj nr read obj gen obj key ","org.apache.pdfbox.cos.COSObjectKey int long ","","getGeneration getNumber ","IOException ","org.apache.pdfbox.preflight.exception.SyntaxValidationException java.io.IOException java.io.IOException ",java.io.IOException
310,"IfStatement","null",false,"referenced object ","org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSDictionary ","","","IOException ","org.apache.pdfbox.preflight.exception.SyntaxValidationException java.io.IOException java.io.IOException ",java.io.IOException
311,"IfStatement","null",false,"end object key ","java.lang.String boolean ","endobj ","startsWith ","IOException ","org.apache.pdfbox.preflight.exception.SyntaxValidationException java.io.IOException java.io.IOException ",java.io.IOException
312,"CatchClause","java.io.IOException",true,"ctx acro form ","org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm org.apache.pdfbox.preflight.PreflightContext boolean java.util.List ","","exploreFields getFields ","ValidationException ","",org.apache.pdfbox.preflight.exception.ValidationException
313,"IfStatement","null",false,"xpacket bad end ","org.apache.xmpbox.xml.XmpParsingException.ErrorType org.apache.xmpbox.xml.XmpParsingException ","","getErrorType ","ValidationException ","org.apache.pdfbox.preflight.exception.ValidationException ",org.apache.pdfbox.preflight.exception.ValidationException
314,"CatchClause","java.io.IOException",true,"document error_metadata_rdf_about_attribute_inequal_value ctx builder metadata error_metadata_xpacket_deprecated ","org.apache.xmpbox.XMPMetadata org.apache.pdfbox.preflight.PreflightContext java.lang.String void org.apache.pdfbox.pdmodel.PDDocument org.apache.pdfbox.preflight.metadata.RDFAboutAttributeConcordanceValidation.DifferentRDFAboutException org.apache.xmpbox.xml.DomXmpParser java.io.InputStream org.apache.pdfbox.preflight.PreflightConstants org.apache.pdfbox.preflight.ValidationResult.ValidationError java.util.List ","NULL encoding attribute is forbidden bytes attribute is forbidden ","addValidationError addValidationErrors getXpacket setMetadata getDocument getXpacketBytes parse validatePDFAIdentifer getXpacketEncoding getMessage checkThumbnails ","ValidationException ","org.apache.pdfbox.preflight.exception.ValidationException ",org.apache.pdfbox.preflight.exception.ValidationException
315,"IfStatement","null",true,"base ","org.apache.pdfbox.cos.COSBase org.apache.pdfbox.cos.COSObject ","","","","",java.lang.IllegalArgumentException
316,"CatchClause","java.io.IOException",true,"no_restriction iccbased error_graphic_output_intent_invalid_entry cfg array dest output profile icc based error_graphic_output_intent_icc_profile_multiple cs fact cs helper ","org.apache.pdfbox.cos.COSBase org.apache.pdfbox.preflight.PreflightContext org.apache.pdfbox.cos.COSArray org.apache.pdfbox.cos.COSStream org.apache.pdfbox.pdmodel.graphics.color.PDICCBased java.util.Map org.apache.pdfbox.preflight.graphic.ColorSpaceHelperFactory void org.apache.pdfbox.preflight.PreflightConfiguration org.apache.pdfbox.preflight.graphic.ColorSpaceHelper java.io.InputStream ","NULL OutputIntent object must be a stream More than one ICCProfile is defined:  ","addValidationError add getColorSpaceHelper createInputStream getInstance isEmpty getColorSpaceHelperFact create getIccProfileWrapper put setIccProfileWrapper ","ValidationException ","",org.apache.pdfbox.preflight.exception.ValidationException
317,"IfStatement","null",false,"gs dict ","org.apache.pdfbox.cos.COSDictionary ","NULL ","","ValidationException ","",org.apache.pdfbox.preflight.exception.ValidationException
318,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",true,"annotations_process l annots object context page cos annot ","java.lang.Object org.apache.pdfbox.cos.COSDictionary java.util.List org.apache.pdfbox.pdmodel.PDPage org.apache.pdfbox.preflight.PreflightContext org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation java.lang.String org.apache.pdfbox.preflight.utils.ContextHelper void java.util.List java.util.List ","","getCOSObject validateElement getAnnotations ","ValidationException ","org.apache.pdfbox.preflight.exception.ValidationException ",org.apache.pdfbox.preflight.exception.ValidationException
319,"CatchClause","java.io.IOException",true,"annotations_process l annots object context page cos annot ","java.lang.Object org.apache.pdfbox.cos.COSDictionary java.util.List org.apache.pdfbox.pdmodel.PDPage org.apache.pdfbox.preflight.PreflightContext org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation java.lang.String org.apache.pdfbox.preflight.utils.ContextHelper void java.util.List java.util.List ","","getCOSObject validateElement getAnnotations ","ValidationException ","org.apache.pdfbox.preflight.exception.ValidationException ",org.apache.pdfbox.preflight.exception.ValidationException
320,"IfStatement","null",false,"","java.io.File boolean ","","exists ","Exception ","",java.lang.IllegalArgumentException
321,"IfStatement","null",false,"directory ","java.io.File boolean ","","exists ","Exception ","java.lang.Exception ",java.lang.Exception
322,"IfStatement","null",false,"directory ","java.io.File boolean ","","isDirectory ","Exception ","java.lang.Exception ",java.lang.Exception
323,"IfStatement","null",false,"directory ","java.io.File boolean ","","exists ","Exception ","java.lang.Exception ",java.lang.Exception
324,"IfStatement","null",false,"directory ","java.io.File boolean ","","isDirectory ","Exception ","java.lang.Exception ",java.lang.Exception
325,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata sync doc ","java.util.List org.apache.xmpbox.XMPMetadata org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.pdfbox.pdmodel.PDDocument org.junit.Assert int void ","","size assertEquals validateMetadataSynchronization ","Exception ","",java.lang.Exception
326,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata valid sync doc error_metadata_mismatch ","java.util.List org.apache.pdfbox.preflight.ValidationResult.ValidationError java.lang.String org.apache.pdfbox.pdmodel.PDDocument org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.xmpbox.XMPMetadata org.junit.Assert org.apache.pdfbox.preflight.PreflightConstants void ","","getErrorCode assertEquals validateMetadataSynchronization ","Exception ","",java.lang.Exception
327,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata sync doc ","java.util.List org.apache.xmpbox.XMPMetadata org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.pdfbox.pdmodel.PDDocument org.junit.Assert int void ","","size assertEquals validateMetadataSynchronization ","Exception ","",java.lang.Exception
328,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata sync doc ","java.util.List org.apache.xmpbox.XMPMetadata org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.pdfbox.pdmodel.PDDocument org.junit.Assert int void ","","size assertEquals validateMetadataSynchronization ","Exception ","",java.lang.Exception
329,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata sync doc ","java.util.List org.apache.xmpbox.XMPMetadata org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.pdfbox.pdmodel.PDDocument org.junit.Assert int void ","","size assertEquals validateMetadataSynchronization ","Exception ","",java.lang.Exception
330,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata sync doc ","java.util.List org.apache.xmpbox.XMPMetadata org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.pdfbox.pdmodel.PDDocument org.junit.Assert int void ","","size assertEquals validateMetadataSynchronization ","Exception ","",java.lang.Exception
331,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata sync doc ","java.util.List org.apache.xmpbox.XMPMetadata org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.pdfbox.pdmodel.PDDocument org.junit.Assert int void ","","size assertEquals validateMetadataSynchronization ","Exception ","",java.lang.Exception
332,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata error_metadata_wrong_ns_prefix valid sync doc ","java.util.List org.apache.pdfbox.preflight.ValidationResult.ValidationError java.lang.String org.apache.pdfbox.pdmodel.PDDocument org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.xmpbox.XMPMetadata org.junit.Assert org.apache.pdfbox.preflight.PreflightConstants void ","","getErrorCode assertEquals validateMetadataSynchronization ","Exception ","",java.lang.Exception
333,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata sync doc ","java.util.List org.apache.xmpbox.XMPMetadata org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.pdfbox.pdmodel.PDDocument org.junit.Assert boolean void ","","assertTrue isEmpty validateMetadataSynchronization ","Exception ","",java.lang.Exception
334,"CatchClause","org.apache.pdfbox.preflight.exception.ValidationException",false,"metadata sync doc ","java.util.List org.apache.xmpbox.XMPMetadata org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation org.apache.pdfbox.pdmodel.PDDocument org.junit.Assert int void ","","size assertEquals validateMetadataSynchronization ","Exception ","",java.lang.Exception
335,"CatchClause","java.io.IOException",false,"doc ","org.apache.pdfbox.pdmodel.PDDocument void ","","close ","Exception ","",java.lang.Exception
336,"IfStatement","null",true,"date ","java.lang.String int ","","length ","IOException ","java.io.IOException ",java.io.IOException
337,"IfStatement","null",false,"retval ","java.util.Calendar ","NULL ","","IOException ","java.io.IOException ",java.io.IOException
338,"MethodDeclaration","null",true,"rdf_namespace about about_name ","java.lang.String org.apache.xmpbox.type.Attribute boolean org.apache.xmpbox.XmpConstants ","","equals getNamespace getName ","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
339,"CatchClause","java.lang.Exception",true,"property value specified type property type qualified name ","org.apache.xmpbox.type.TypeMapping java.lang.String org.apache.xmpbox.type.AbstractSimpleProperty java.lang.Object org.apache.xmpbox.type.Types org.apache.xmpbox.XMPMetadata ","NULL ","getPrefix instanciateSimpleProperty getTypeMapping getMetadata ","","",java.lang.IllegalArgumentException
340,"IfStatement","null",false,"prop ","org.apache.xmpbox.type.AbstractField ","NULL ","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
341,"IfStatement","null",false,"prop ","org.apache.xmpbox.type.AbstractField ","NULL ","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
342,"IfStatement","null",false,"prop ","org.apache.xmpbox.type.AbstractField ","NULL ","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
343,"IfStatement","null",false,"prop ","org.apache.xmpbox.type.AbstractField org.apache.xmpbox.type.BooleanType ","","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
344,"IfStatement","null",false,"prop ","org.apache.xmpbox.type.AbstractField org.apache.xmpbox.type.BooleanType ","","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
345,"IfStatement","null",false,"prop ","org.apache.xmpbox.type.AbstractField ","NULL ","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
346,"IfStatement","null",false,"prop ","org.apache.xmpbox.type.AbstractField ","NULL ","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
347,"IfStatement","null",false,"property ","org.apache.xmpbox.type.AbstractField ","NULL ","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
348,"IfStatement","null",false,"property ","org.apache.xmpbox.type.AbstractField ","NULL ","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
349,"IfStatement","null",true,"xmp schema ","org.apache.xmpbox.schema.XMPSchema java.lang.Class boolean ","","getClass equals ","IOException ","",java.io.IOException
350,"IfStatement","null",true,"name child ","java.lang.String org.apache.xmpbox.type.AbstractField boolean ","","getPropertyName equals ","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
351,"IfStatement","null",false,"abstract field ","org.apache.xmpbox.type.AbstractField org.apache.xmpbox.type.LayerType ","","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
352,"IfStatement","null",false,"abstract field ","org.apache.xmpbox.type.AbstractField org.apache.xmpbox.type.ThumbnailType ","","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
353,"IfStatement","null",false,"abstract field ","org.apache.xmpbox.type.AbstractField org.apache.xmpbox.type.JobType ","","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
354,"IfStatement","null",true,"value ","java.lang.String boolean ","","equals ","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
355,"IfStatement","null",false,"value ","java.lang.String boolean ","","equals ","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
356,"IfStatement","null",true,"value ","java.lang.Object ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
357,"IfStatement","null",true,"value ","java.lang.Object boolean ","","isGoodType ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
358,"CatchClause","java.io.IOException",true,"value ","java.lang.String java.util.Calendar void org.apache.xmpbox.DateConverter ","","setValueFromCalendar toCalendar ","","",java.lang.IllegalArgumentException
359,"IfStatement","null",false,"","org.apache.xmpbox.type.StructuredType ","NULL ","","","",java.lang.IllegalArgumentException
360,"IfStatement","null",true,"namespace u r i ","java.lang.String ","NULL ","","","",java.lang.IllegalArgumentException
361,"IfStatement","null",true,"value ","java.lang.Object java.lang.String ","","","","",java.lang.IllegalArgumentException
362,"CatchClause","java.lang.Exception",true,"construct property type class property name metadata tmp type ","org.apache.xmpbox.type.AbstractStructuredType java.lang.Class java.lang.reflect.Constructor org.apache.xmpbox.XMPMetadata org.apache.xmpbox.type.Types java.lang.reflect.Constructor java.lang.String java.lang.Class void java.lang.Class ","","setPropertyName asSubclass getDeclaredConstructor newInstance getImplementingClass ","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
363,"CatchClause","java.lang.Throwable",false,"cons simplepropertyconstparams clz params ","java.lang.reflect.Constructor java.lang.Class java.lang.reflect.Constructor java.lang.Object java.lang.Class java.lang.Class org.apache.xmpbox.type.AbstractSimpleProperty ","","getDeclaredConstructor newInstance ","","",java.lang.IllegalArgumentException
364,"IfStatement","null",false,"","java.lang.String ","NULL ","","BadFieldValueException ","",org.apache.xmpbox.type.BadFieldValueException
365,"CatchClause","java.lang.Exception",false,"prop name field ","java.lang.String java.lang.reflect.Field java.lang.Object ","","get ","","",java.lang.IllegalArgumentException
366,"IfStatement","null",true,"value ","java.lang.Object java.lang.String ","","","","",java.lang.IllegalArgumentException
367,"IfStatement","null",false,"","java.lang.String boolean ","FALSE ","equals ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
368,"IfStatement","null",true,"value ","java.lang.Object java.lang.String ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
369,"IfStatement","null",true,"value ","java.lang.Object java.lang.String ","","","","",java.lang.IllegalArgumentException
370,"CatchClause","javax.xml.parsers.ParserConfigurationException",true,"document builder document builder factory ","javax.xml.parsers.DocumentBuilder javax.xml.parsers.DocumentBuilderFactory ","","newDocumentBuilder ","","",java.lang.RuntimeException
371,"IfStatement","null",false,"pos ","int ","","","XmpParsingException ","",org.apache.xmpbox.xml.XmpParsingException
372,"CatchClause","javax.xml.parsers.ParserConfigurationException",false,"ns finder db factory d builder ","javax.xml.parsers.DocumentBuilderFactory void javax.xml.parsers.DocumentBuilder org.apache.xmpbox.xml.DomXmpParser.NamespaceFinder ","http://apache.org/xml/features/disallow-doctype-decl http://xml.org/sax/features/external-general-entities http://xml.org/sax/features/external-parameter-entities http://apache.org/xml/features/nonvalidating/load-external-dtd ","setFeature newInstance setNamespaceAware setIgnoringComments setExpandEntityReferences setXIncludeAware newDocumentBuilder ","XmpParsingException ","",org.apache.xmpbox.xml.XmpParsingException
373,"CatchClause","java.lang.Exception",true,"document input d builder ","javax.xml.parsers.DocumentBuilder org.w3c.dom.Document java.io.InputStream void ","NULL ","setErrorHandler parse ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
374,"IfStatement","null",false,"node ","org.w3c.dom.Node org.w3c.dom.ProcessingInstruction ","","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
375,"IfStatement","null",false,"node ","org.w3c.dom.Node org.w3c.dom.Element ","","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
376,"IfStatement","null",false,"node ","org.w3c.dom.Node org.w3c.dom.ProcessingInstruction ","","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
